DateTime,NEE,Rg,Tair,VPD,Hour,DoY,Year,PPFD_1_1_1,SoilT
2020-05-05T13:00:00Z,NA,-2.357227,1.9219000000000506,0.9461552000000001,4,126,2020,0.04899362,0.06693333333335734
2020-05-05T13:30:00Z,NA,-1.408228,1.5793000000000461,0.7765192000000001,4.5,126,2020,0.0595869,0.06666666666668182
2020-05-05T14:00:00Z,1.21572,-1.587203,0.6743000000000166,0.6400625,5,126,2020,0.28072,0.06693333333335734
2020-05-05T14:30:00Z,NA,1.423767,0.3897000000000048,0.6570272,5.5,126,2020,3.136912,0.06723333333333888
2020-05-05T15:00:00Z,0.873349,13.07915,0.20690000000001874,0.6430503000000001,6,126,2020,20.0238,0.06776666666668991
2020-05-05T15:30:00Z,0.3430726,32.54516,0.005100000000027194,0.5335134,6.5,126,2020,55.7785,0.06806666666669041
2020-05-05T16:00:00Z,0.7498087,56.67311,0.7344000000000506,0.6983318,7,126,2020,100.0303,0.06666666666668182
2020-05-05T16:30:00Z,-0.1175957,133.9509,1.872000000000014,1.042634,7.5,126,2020,217.2943,0.0675000000000144
2020-05-05T17:00:00Z,-1.050586,257.3305,3.6293000000000006,1.8262790000000002,8,126,2020,362.7338,0.0664000000000063
2020-05-05T17:30:00Z,-1.277332,353.697,6.202500000000043,3.2422660000000003,8.5,126,2020,532.123,0.06723333333335783
2020-05-05T18:00:00Z,-1.790852,365.4849,8.049400000000048,4.21388,9,126,2020,649.3236,0.06803333333336543
2020-05-05T18:30:00Z,-1.698994,268.331,7.642899999999997,3.680831,9.5,126,2020,515.5195,0.06806666666669041
2020-05-05T19:00:00Z,-0.6861176,287.3779,7.430800000000033,3.4461209999999998,10,126,2020,554.5318,0.0675000000000144
2020-05-05T19:30:00Z,-0.5842424,289.2965,9.166800000000023,4.609538,10.5,126,2020,549.8784,0.06666666666668182
2020-05-05T20:00:00Z,-1.754107,388.9285,10.511000000000024,6.006956,11,126,2020,732.2525,0.06723333333335783
2020-05-05T20:30:00Z,-1.527566,328.1469,10.691400000000044,6.077157,11.5,126,2020,620.8794,0.06860000000002249
2020-05-05T21:00:00Z,-1.809197,315.549,10.313199999999995,5.8352829999999996,12,126,2020,594.3674,0.06803333333336543
2020-05-05T21:30:00Z,-0.7738828,265.3352,10.22180000000003,6.191928000000001,12.5,126,2020,498.6591,0.0675000000000144
2020-05-05T22:00:00Z,-1.84157,322.6872,10.736500000000035,6.774538,13,126,2020,609.1992,0.06780000000001489
2020-05-05T22:30:00Z,-1.950791,466.1661,11.459000000000003,7.494064,13.5,126,2020,883.563,0.06863333333336641
2020-05-05T23:00:00Z,-2.322695,672.7825,12.282700000000034,8.907455,14,126,2020,1303.992,0.06780000000001489
2020-05-05T23:30:00Z,-3.341375,674.4021,12.930800000000033,9.715045,14.5,126,2020,1292.484,0.06806666666669041
2020-05-06T00:00:00Z,-3.509027,591.9072,13.30460000000005,10.08976,15,126,2020,1129.583,0.07140000000002071
2020-05-06T00:30:00Z,-3.128404,486.5409,13.013000000000034,10.61432,15.5,126,2020,926.9451,0.06776666666668991
2020-05-06T01:00:00Z,-2.279912,450.1751,12.841000000000008,10.67071,16,126,2020,863.2653,0.06803333333336543
2020-05-06T01:30:00Z,-3.120875,604.4199,13.224900000000048,10.939259999999999,16.5,126,2020,1145.917,0.07000000000001212
2020-05-06T02:00:00Z,-3.689382,687.3162,13.44160000000005,11.30807,17,126,2020,1308.86,0.06943333333335507
2020-05-06T02:30:00Z,-3.191592,608.2021,13.391800000000046,10.97519,17.5,126,2020,1157.24,0.07110000000002022
2020-05-06T03:00:00Z,-2.02051,427.3804,12.826700000000017,9.908828,18,126,2020,816.0898,0.0691666666666985
2020-05-06T03:30:00Z,-0.6280113,260.2525,11.986000000000047,8.844167,18.5,126,2020,494.0167,0.07196666666669671
2020-05-06T04:00:00Z,-0.7334666,228.4014,12.085800000000006,8.72325,19,126,2020,423.2818,0.07163333333337125
2020-05-06T04:30:00Z,-0.242696,184.4954,11.24780000000004,7.692329999999999,19.5,126,2020,343.3561,0.07166666666669623
2020-05-06T05:00:00Z,0.6721793,117.3732,10.430300000000045,6.656615,20,126,2020,230.4564,0.07223333333335329
2020-05-06T05:30:00Z,0.5172541,60.93851,7.99430000000001,4.552404,20.5,126,2020,130.9214,0.07333333333336138
